VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,12-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,19-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,12-August-2024,19-August-2024,26-August-2024,,,26-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,07-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,06-August-2024,12-August-2024,19-August-2024,26-August-2024,,06-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,01-August-2024,02-August-2024,07-August-2024,08-August-2024,09-August-2024,01-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,07-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,13-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,01-August-2024,07-August-2024,08-August-2024,13-August-2024,14-August-2024,01-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,13-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,14-August-2024,0
VA M0:00000,0,1,1,VA,M - Motor Vehicle Accidents,07-August-2024,13-August-2024,14-August-2024,20-August-2024,21-August-2024,14-August-2024,0
