Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M20060,2,1,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20203,2,2,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20100,2,3,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20038,2,4,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20041,2,5,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20216,2,6,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20176,2,7,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20181,2,8,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20054,2,9,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20208,2,10,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20129,2,11,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20197,2,12,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20171,2,13,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20056,2,14,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20084,2,15,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20160,2,16,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20184,2,17,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20126,2,18,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20164,2,19,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20066,2,20,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20083,2,21,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20043,2,22,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20096,2,23,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20021,2,24,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20205,2,25,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20037,2,26,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20188,2,27,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,02-December-2024,0
VA M20114,2,28,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20081,2,29,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20062,2,30,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20113,2,31,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20103,2,32,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20072,2,33,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20137,2,34,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20050,2,35,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20145,2,36,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20031,2,37,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20074,2,38,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20033,2,39,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20088,2,40,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20097,2,41,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20121,2,42,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20028,2,43,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20144,2,44,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20099,2,45,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20093,2,46,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20120,2,47,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20098,2,48,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20086,2,49,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
VA M20122,2,50,5,VA,M - Motor Vehicle Accidents,02-December-2024,09-December-2024,16-December-2024,,,09-December-2024,0
