Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M10120,2,1,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10149,2,2,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10205,2,3,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10181,2,4,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10214,2,5,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10121,2,6,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10050,2,7,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10111,2,8,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10112,2,9,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10077,2,10,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10125,2,11,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10044,2,12,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10137,2,13,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10136,2,14,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10109,2,15,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10067,2,16,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10126,2,17,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10084,2,18,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10054,2,19,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10138,2,20,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10145,2,21,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10098,2,22,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10118,2,23,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10174,2,24,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10092,2,25,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10179,2,26,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10189,2,27,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10172,2,28,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10059,2,29,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10101,2,30,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10175,2,31,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10132,2,32,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10072,2,33,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10102,2,34,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M10198,2,35,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M20217,1,1,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M20168,1,2,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
VA M20101,1,3,5,VA,M - Motor Vehicle Accidents,04-November-2024,18-November-2024,25-November-2024,,,04-November-2024,0
