Court File number,Unmet demand (months),Lottery ranking,Hearing Length (days),Registry ID,Court Class,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date,Date booked,New unmet demand (months)
VA M00183,1,1,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00094,1,2,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00072,1,3,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00190,1,4,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00231,1,5,3,VA,M - Motor Vehicle Accidents,04-September-2024,10-September-2024,11-September-2024,17-September-2024,18-September-2024,04-September-2024,0
VA M00095,1,6,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00146,1,7,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00208,1,8,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00036,1,9,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00153,1,10,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00174,1,11,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00147,1,12,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00125,1,13,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00186,1,14,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00002,1,15,29,VA,M - Motor Vehicle Accidents,03-September-2024,09-September-2024,16-September-2024,23-September-2024,30-September-2024,03-September-2024,0
VA M00235,1,16,3,VA,M - Motor Vehicle Accidents,04-September-2024,10-September-2024,11-September-2024,17-September-2024,18-September-2024,04-September-2024,0
VA M00128,1,17,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00202,1,18,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00105,1,19,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00051,1,20,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00236,1,21,3,VA,M - Motor Vehicle Accidents,04-September-2024,10-September-2024,11-September-2024,17-September-2024,18-September-2024,04-September-2024,0
VA M00096,1,22,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00001,1,23,27,VA,M - Motor Vehicle Accidents,03-September-2024,09-September-2024,16-September-2024,23-September-2024,30-September-2024,03-September-2024,0
VA M00037,1,24,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00140,1,25,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00040,1,26,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00044,1,27,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00206,1,28,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00110,1,29,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00112,1,30,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00133,1,31,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00205,1,32,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00080,1,33,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00200,1,34,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00048,1,35,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00130,1,36,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00135,1,37,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00104,1,38,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00160,1,39,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00076,1,40,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00052,1,41,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00039,1,42,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
VA M00029,1,43,5,VA,M - Motor Vehicle Accidents,09-September-2024,16-September-2024,23-September-2024,30-September-2024,,09-September-2024,0
