Court File number,Hearing Length,First Choice Date,Second Choice Date,Third Choice Date,Fourth Choice Date,Fifth Choice Date
VA M00001,27,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00002,29,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00003,23,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00004,14,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00005,7,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00006,12,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00007,13,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00008,7,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00009,12,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00010,13,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00011,9,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00012,11,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00013,7,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00014,7,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00015,12,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00016,14,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00017,7,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00018,14,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00019,12,06-August-2024,12-August-2024,19-August-2024,26-August-2024
VA M00020,5,12-August-2024,19-August-2024,26-August-2024
VA M00021,5,12-August-2024,19-August-2024,26-August-2024
VA M00022,5,12-August-2024,19-August-2024,26-August-2024
VA M00023,5,12-August-2024,19-August-2024,26-August-2024
VA M00024,5,12-August-2024,19-August-2024,26-August-2024
VA M00025,5,12-August-2024,19-August-2024,26-August-2024
VA M00026,5,12-August-2024,19-August-2024,26-August-2024
VA M00027,5,12-August-2024,19-August-2024,26-August-2024
VA M00028,5,12-August-2024,19-August-2024,26-August-2024
VA M00029,5,12-August-2024,19-August-2024,26-August-2024
VA M00030,5,12-August-2024,19-August-2024,26-August-2024
VA M00031,5,12-August-2024,19-August-2024,26-August-2024
VA M00032,5,12-August-2024,19-August-2024,26-August-2024
VA M00033,5,12-August-2024,19-August-2024,26-August-2024
VA M00034,5,12-August-2024,19-August-2024,26-August-2024
VA M00035,5,12-August-2024,19-August-2024,26-August-2024
VA M00036,5,12-August-2024,19-August-2024,26-August-2024
VA M00037,5,12-August-2024,19-August-2024,26-August-2024
VA M00038,5,12-August-2024,19-August-2024,26-August-2024
VA M00039,5,12-August-2024,19-August-2024,26-August-2024
VA M00040,5,12-August-2024,19-August-2024,26-August-2024
VA M00041,5,12-August-2024,19-August-2024,26-August-2024
VA M00042,5,12-August-2024,19-August-2024,26-August-2024
VA M00043,5,12-August-2024,19-August-2024,26-August-2024
VA M00044,5,12-August-2024,19-August-2024,26-August-2024
VA M00045,5,12-August-2024,19-August-2024,26-August-2024
VA M00046,5,12-August-2024,19-August-2024,26-August-2024
VA M00047,5,12-August-2024,19-August-2024,26-August-2024
VA M00048,5,12-August-2024,19-August-2024,26-August-2024
VA M00049,5,12-August-2024,19-August-2024,26-August-2024
VA M00050,5,12-August-2024,19-August-2024,26-August-2024
VA M00051,5,12-August-2024,19-August-2024,26-August-2024
VA M00052,5,12-August-2024,19-August-2024,26-August-2024
VA M00053,5,12-August-2024,19-August-2024,26-August-2024
VA M00054,5,12-August-2024,19-August-2024,26-August-2024
VA M00055,5,12-August-2024,19-August-2024,26-August-2024
VA M00056,5,12-August-2024,19-August-2024,26-August-2024
VA M00057,5,12-August-2024,19-August-2024,26-August-2024
VA M00058,5,12-August-2024,19-August-2024,26-August-2024
VA M00059,5,12-August-2024,19-August-2024,26-August-2024
VA M00060,5,12-August-2024,19-August-2024,26-August-2024
VA M00061,5,12-August-2024,19-August-2024,26-August-2024
VA M00062,5,12-August-2024,19-August-2024,26-August-2024
VA M00063,5,12-August-2024,19-August-2024,26-August-2024
VA M00064,5,12-August-2024,19-August-2024,26-August-2024
VA M00065,5,12-August-2024,19-August-2024,26-August-2024
VA M00066,5,12-August-2024,19-August-2024,26-August-2024
VA M00067,5,12-August-2024,19-August-2024,26-August-2024
VA M00068,5,12-August-2024,19-August-2024,26-August-2024
VA M00069,5,12-August-2024,19-August-2024,26-August-2024
VA M00070,5,12-August-2024,19-August-2024,26-August-2024
VA M00071,5,12-August-2024,19-August-2024,26-August-2024
VA M00072,5,12-August-2024,19-August-2024,26-August-2024
VA M00073,5,12-August-2024,19-August-2024,26-August-2024
VA M00074,5,12-August-2024,19-August-2024,26-August-2024
VA M00075,5,12-August-2024,19-August-2024,26-August-2024
VA M00076,5,12-August-2024,19-August-2024,26-August-2024
VA M00077,5,12-August-2024,19-August-2024,26-August-2024
VA M00078,5,12-August-2024,19-August-2024,26-August-2024
VA M00079,5,12-August-2024,19-August-2024,26-August-2024
VA M00080,5,12-August-2024,19-August-2024,26-August-2024
VA M00081,5,12-August-2024,19-August-2024,26-August-2024
VA M00082,5,12-August-2024,19-August-2024,26-August-2024
VA M00083,5,12-August-2024,19-August-2024,26-August-2024
VA M00084,5,12-August-2024,19-August-2024,26-August-2024
VA M00085,5,12-August-2024,19-August-2024,26-August-2024
VA M00086,5,12-August-2024,19-August-2024,26-August-2024
VA M00087,5,12-August-2024,19-August-2024,26-August-2024
